,name,site,list
642,EBF4_gene,c,['O/E-4']
643,EBM_gene,c,['EBM']
644,EBVS1_gene,c,['EPSTEIN-BARR VIRUS INTEGRATION SITE']
645,ECE1_gene,c,['ECE']
646,ECM2_gene,c,['EXTRACELLULAR MATRIX PROTEIN 2']
647,EDA_gene,c,['EDA']
648,EDN1_wt_Allele,c,['ET1']
649,EDN3_wt_Allele,c,['ET-3']
650,EDNRA_gene,c,"['ET-A','ETA-R']"
651,EDNRA_wt_Allele,c,['ET-A']
652,EDNRB_gene,c,['ETB']
653,EED_gene,c,"['WAIT-1','HEED']"
654,EEF1A1_wt_Allele,c,['CCS-3']
655,EEF1B2P2_gene,c,['BETA-3']
656,EFEMP1_gene,c,"['MTLV','S1-5']"
657,EFNA5_gene,c,"['AF1','RAGS']"
658,EFS_gene,c,['EFS']
659,EGFR_wt_Allele,c,"['SA7','MENA']"
660,EGOT_gene,c,['EGO']
661,EGR3_gene,c,['PILOT']
662,EHD1_gene,c,['H-PAST']
663,EHMT1_gene,c,['GLP']
664,EHMT2_gene,c,['G9A']
665,EID2_gene,c,['EID-2']
666,EIF2AK1_gene,c,['HRI']
667,EIF3I_gene,c,['TRIP-1']
668,EIF3K_gene,c,['M9']
669,EIF4EBP1_wt_Allele,c,['BP-1']
670,EIF5B_gene,c,['IF2']
671,ELAC1_gene,c,['D29']
672,ELANE_gene,c,"['HNE','HLE']"
673,ELANE_wt_Allele,c,['PMN-E']
674,ELAVL4_gene,c,['HuR']
675,ELF3_gene,c,['ESX']
676,ELF3_wt_Allele,c,['JEN']
677,ELF4_gene,c,['MEF']
678,ELK3_gene,d,['Sap2']
679,ELK3_wt_Allele,d,['Sap2']
680,ELK4_gene,d,['Sap1']
681,ELOC_wt_Allele,c,['SIII']
682,ELP2_gene,c,['StIP']
683,ELSPBP1_gene,c,['E12']
684,EMB_gene,c,"['GP70','EMB']"
685,EMD_gene,c,['STA']
686,EMILIN1_gene,c,['gp115']
687,EMILIN1_wt_Allele,c,"['gp115','EMI']"
688,EMP1_gene,c,['Epithelial Membrane Protein Gene']
689,EMP2_gene,c,['XMP']
690,EN1_gene,c,['EN1']
691,EN1_wt_Allele,c,['En-1']
692,EN2_gene,c,['EN2']
693,ENAH_gene,c,['ENA']
694,ENAM_gene,d,['Enam']
695,ENG_wt_Allele,c,['END Gene']
696,ENPEP_gene,c,['APA']
697,EP300_wt_Allele,c,['p300']
698,EPHA3_wt_Allele,c,['HEK']
699,ERBB4_wt_Allele,c,['HER-4']
700,ERCC2_wt_Allele,c,['EM9']
701,ERCC6_wt_Allele,c,['RAD26']
702,ERG_wt_Allele,c,['Early Response Gene']
703,ERVW_1_gene,c,"['envelope glycoprotein','envelope protein']"
704,ETV3_wt_Allele,c,"['PE-1', 'METS']"
705,EVA1C_gene,c,['B19']
706,EWSR1_wt_Allele,c,['EWS']
707,EXOSC10_gene,c,"['p3','p2','p4']"
708,EXOSC2_gene,c,['p7']
709,Expression_Quantitative_Trait_Locus,c,['eQTL']
710,EXT1_gene,c,['ttv']
711,EXTL3_wt_Allele,c,"['RPR','REG']"
712,EYA1_wt_Allele,c,['BOR']
713,F10_gene,c,['F10']
714,F10_wt_Allele,c,['FXA']
715,F11R_gene,c,"['JAMA','JCAM']"
716,F12_gene,c,"['F12','FGene']"
717,F13A1_gene,c,['F13A']
718,F2_gene,c,['F2']
719,F2R_gene,c,['PAR-1']
720,F2R_wt_Allele,c,['HTR']
721,F3_gene,c,['TISSUE FACTOR']
722,F5_gene,c,['F5']
723,F5_Leiden_Allele,c,['FVL']
724,F7_gene,c,['FACTOR VII']
725,F7_wt_Allele,c,['FA7']
726,F8_gene,c,"['hemophilia A','F8']"
727,F9_gene,c,"['hemophilia B','F9','clotting factor IX','FACTOR IX']"
728,F9_wt_Allele,c,"['P19','Hemophilia B Gene']"
729,FABP1_gene,c,"['Z gene product','Z PROTEIN','']"
730,FABP4_wt_Allele,c,['aP2']
731,FABP5_gene,c,['FATTY ACID-BINDING PROTEIN 5']
732,FABP9_gene,c,['PERF']
733,FADD_gene,c,['FADD']
734,FAM107B_gene,c,['HITS']
735,FAM155B_gene,c,['TED']
736,FAM215A_gene,c,['APR-2']
737,FAM3A_gene,c,['2-19']
738,FAM3B gene,c,['2-21']
739,FAM3B_gene,c,['2-21']
740,FAM3D_gene,c,['EF7']
741,FAM50A_gene,c,['9F']
742,FAM53B_gene,c,['smp']
743,FANCB_wt_Allele,c,['FA2']
744,FARP2_gene,c,['FRG']
745,FAS_AS1_gene,c,['SAF']
746,FAT1_gene,c,['fat gene']
747,FAT1_wt_Allele,c,['FAT']
748,FATE1_gene,c,['FATE']
749,FAU_gene,c,['S30']
750,FBL_gene,c,"['FBL','FIB']"
751,FBLN5_gene,c,['EVEC']
752,FBN1_gene,c,['Marfan syndrome']
753,FBRS_gene,c,['fibrosin']
754,FBXL15_gene,c,['JET']
755,FBXL20_gene,c,['SCR']
756,FBXW7_AS1_gene,c,['DEAR']
757,FCGRT_gene,c,['alpha-chain']
758,FCMR_gene,c,['TOSO']
759,FCSK_gene,c,['FUK']
760,FDX1_gene,c,['ADX']
761,FDXR_gene,c,['ADR']
762,FEN1_gene,c,['MF1']
763,FER_gene,c,['FER']
764,FES_gene,c,"['ONCOGENE FES','FELINE SARCOMA VIRUS','FES Gene']"
765,FES_wt_Allele,c,['FPS']
766,FEV_gene,c,['Pet-1']
767,FEZF1_gene,c,['FEZ']
768,FEZF2_gene,c,['TOF']
769,FGA_gene,c,['FGA']
770,FGB_gene,c,['FGB']
771,FGF13_wt_Allele,c,['FHF-2']
772,FGF18_gene,c,['FGF-18']
773,FGF3_wt_Allele,c,['INT-2']
774,FGF4_gene,c,"['HST','HST-1']"
775,FGF4_wt_Allele,c,"['HST','KS3','HST-1']"
776,FGF5_gene,c,['FIBROBLAST GROWTH FACTOR 5']
777,FGF7_wt_Allele,c,['Keratinocyte Growth Factor Gene']
778,FGF9_gene,c,['GAF']
779,FGF9_wt_Allele,c,['GAF']
780,FGFR1_gene,c,['H2']
781,FGFR1_wt_Allele,c,['FLG']
782,FGFR2_wt_Allele,c,['ECT1']
783,FH_gene,c,"['FH1','FH Gene']"
784,FICD_gene,c,['HYPE']
785,FLII_gene,c,['FLI']
786,FLNA_wt_Allele,c,['OPD']
787,FLNB_gene,c,['ABP-278']
788,FLT1_gene,c,['FLT']
789,FLT1_wt_Allele,c,"['FRT', 'FLT']"
790,FLT3LG_wt_Allele,c,['FL']
791,FMOD_wt_Allele,c,['FM']
792,FMR1_wt_Allele,c,['POF']
793,FN1_wt_Allele,c,['MSF']
794,FNDC5_gene,c,['IRISIN']
795,FOLH1_gene,c,['PSM']
796,FOLH1_wt_Allele,c,['PSM']
797,FOLR2_wt_Allele,c,['FBP']
798,FOXD3_gene,c,['Genesis']
799,FOXE1_gene,c,['TTF-2']
800,FOXG1_gene,c,"['QIN','BF1']"
801,FOXG1_wt_Allele,c,"['BF2','BF1','HBF-2','HBF-1','HBF-3']"
802,FOXJ2_gene,c,['FHX']
803,FOXL2_wt_Allele,c,['PINTO']
804,FOXM1_gene,c,['INS-1']
805,FOXM1_wt_Allele,c,['WIN']
806,FOXO4_wt_Allele,c,['AFX']
807,FOXRED1_gene,c,['H17']
808,FPR1_wt_Allele,c,['FPR']
809,FRMD6_gene,c,['EX1']
810,FRMD8_gene,c,['ITAP']
811,FRS2_gene,c,['SNT']
812,FRY_gene,c,['FRY']
813,FRZB_gene,c,['FRE']
814,FSCN1_gene,c,"['SNL','actin bundling protein']"
815,FSCN1_wt_Allele,c,['HSN']
816,FSD1_gene,c,['MIR1']
817,FSD1L_gene,c,['MIR1']
818,FST_gene,c,['FST']
819,FST_wt_Allele,c,['FS']
820,FTH1_gene,c,['FTH']
821,FTO_gene,c,['FTO']
822,FUBP3_gene,c,['FUSE-BINDING PROTEIN 3']
823,FUS_gene,c,"['FUS','FUSED IN SARCOMA','TLS']"
824,FUS_wt_Allele,c,['Fused In Sarcoma Gene']
825,FUSE_gene,c,['FUSE']
826,FUT1_gene,c,['Hh']
827,FUT2_gene,c,['Se2']
828,FUT3_gene,c,['Les']
829,FXYD1_gene,c,['PLM']
830,FXYD3_gene,c,['MAT-8']
831,FYB1_gene,c,"['ADAP','FYB']"
832,FYN_gene,c,['SLK']
833,FYN_wt_Allele,c,['SLK']
834,FYTTD1_gene,c,['UIF']
835,GAA_gene,c,['GAA']
836,GABRQ_gene,c,['THETA']
837,GADD45G_gene,c,['CR6']
838,GAGE10_gene,c,['G ANTIGEN 10']
839,GAGE2A_gene,c,['CT4.2']
840,GAGE3_gene,c,['G ANTIGEN 3']
841,GAGE4_wt_Allele,d,"['-gauge', '20-gauge']"
842,GAGE8_wt_Allele,d,"['31-gauge/8-mm', '-gauge']"
843,GALP_gene,c,['GALP']
844,GAP43_gene,c,"['B-50','protein F1']"
845,GARS_gene,c,['GARS']
846,GART_gene,c,"['GART','PRGS','PAIS']"
847,GAS1_wt_Allele,c,['GAS-1']
848,GAST_gene,c,['GAST']
849,GATA2_wt_Allele,c,['MONOMAC']
850,GATA3_wt_Allele,c,['HDRS']
851,GATAD2B_gene,c,['p66']
852,GATC_gene,c,['GATC']
853,GBA_gene,c,"['GBA','BETA-GC']"
854,GBA_wt_Allele,c,['GC']
855,GBA3_gene,c,['GLUC']
856,GCAT_gene,c,['GCAT']
857,GCFC2_gene,c,"['GCF','GC binding factor','TRANSCRIPTION FACTOR 9']"
858,GCGR_wt_Allele,c,['GL-R']
859,GCK_gene,c,['HK4']
860,GCLC_wt_Allele,c,['GCL']
861,GCNT2_gene,c,['Ii blood group']
862,GDA_gene,c,['GDA']
863,GDF15_gene,c,['MIC-1']
864,GDF15_wt_Allele,c,['MIC-1']
865,GEN1_gene,c,['Gen']
866,GET4_gene,c,['CEE']
867,GGCT_gene,c,"['Ggc','CRF21']"
868,GGH_gene,c,['GGH']
869,GGN_gene,c,['GGN']
870,GGNBP2_gene,c,"['DIF3','DIF-3']"
871,GGT1_gene,c,['GGT']
872,GGT2_gene,c,['GAMMA-GLUTAMYLTRANSFERASE 2']
873,GGT7_gene,c,['GAMMA-GLUTAMYLTRANSFERASE 7']
874,GH1_gene,c,"['GH1','GROWTH HORMONE 1']"
875,GH1_wt_Allele,c,"['GH-N','GHN','hGH-N']"
876,GH2_gene,c,['GH2']
877,GINS2_gene,c,['Pfs2']
878,GIPC1_gene,c,['NIP']
879,GIT2_wt_Allele,c,['CAT-2']
880,GJA1_gene,c,['ODD']
881,GJA1_wt_Allele,c,['HSS']
882,GJA4_gene,c,['CX37']
883,GJB2_wt_Allele,c,['HID']
884,GKN1_gene,c,['FOV']
885,GLA_gene,c,"['GLA','galactosidase alpha','GALACTOSIDASE, ALPHA']"
886,GLDC_gene,c,['NKH']
887,GLG1_gene,c,['MG-160']
888,GLI1_gene,c,['GLI']
889,GLI1_wt_Allele,c,['GLI']
890,GLI2_gene,c,['THP1']
891,GLI2_wt_Allele,c,['THP']
892,GLI3_gene,c,"['DNA-binding protein','PAP-A']"
893,GLI3_wt_Allele,c,"['PHS', 'GCPS', 'PAP-A']"
894,GLIS2_wt_Allele,c,['NKL']
895,GLS2_gene,c,"['GLS','LGA']"
896,GLS2_wt_Allele,c,['LGA']
897,GLUL_gene,c,"['GLUTAMINE SYNTHETASE','GLNS']"
898,GLYAT_gene,c,['GAT']
899,GM2A_gene,c,['SAP-3']
900,GMCL1_gene,c,['GCL']
901,GMDS_gene,c,['GMD']
902,GMFB_gene,c,['GMF']
903,GML_gene,c,['GML']
904,GNA11_wt_Allele,c,['FBH']
905,GNA13_gene,c,['G13']
906,GNAI1_wt_Allele,c,['Gi']
907,GNAO1_gene,c,['G-ALPHA-o']
908,GNAQ_wt_Allele,c,['SWS']
909,GNAS_AS1_gene,c,['SANG']
910,GNAS_gene,c,"['ALEX','A/B TRANSCRIPT']"
911,GNAS_wt_Allele,c,"['GSP', 'GSA', 'AHO']"
912,GNLY_gene,c,['LAG-2']
913,GNLY_wt_Allele,c,['LAG2']
914,GNPDA1_gene,c,['HLN']
915,GNRH1_gene,c,"['PIF','LHRH']"
916,GNS_gene,c,['GNS']
917,GOLGA2_gene,c,['GM130']
918,GOLGA6A_gene,c,['GLP']
919,GOLIM4_gene,c,['P138']
920,GOLPH3_gene,c,"['golgi protein','coat-protein','MIDAS']"
921,GON4L_gene,c,['GON-4']
922,GORAB_gene,c,['GO']
923,GOT1_gene,c,['AST']
924,GOT2_gene,c,['aspartate transaminase 2']
925,GP2_gene,c,"['GP2','glycoprotein 2']"
926,GP5_gene,c,"['GP5','GP V']"
927,GP6_gene,c,"['GP6','GPVI']"
928,GPANK1_gene,c,['G5']
929,GPB_gene,c,['GPB']
930,GPC4_gene,c,['GLYPICAN 4']
931,GPHA2_gene,c,['glycoprotein alpha 2']
932,GPHN_gene,c,['GPH']
933,GPI_gene,c,['PHI']
934,GPI_wt_Allele,c,['PHI']
935,GPKOW_gene,c,"['T54','Spp2']"
936,GPNMB_gene,c,"['transmembrane glycoprotein','GLYCOPROTEIN NMB','NMB']"
937,GPR132_gene,c,"['Gaccumulation','G2A']"
938,GPR149_gene,c,['R35']
939,GPR161_gene,c,['RE2']
940,GPR162_gene,c,['A-2']
941,GPR17_wt_Allele,c,['GR17']
942,GPR18_gene,c,['G PROTEIN-COUPLED RECEPTOR 18']
943,GPR180_gene,c,['ITR']
944,GPR20_gene,c,['G PROTEIN-COUPLED RECEPTOR 20']
945,GPR3_gene,c,['G PROTEIN-COUPLED RECEPTOR 3']
946,GPR83_gene,c,['GIR']
947,GPRC5B_gene,c,['RETINOIC ACID-INDUCIBLE GENE 2']
948,GPT2_gene,c,['ALANINE AMINOTRANSFERASE 2']
949,GPX2_wt_Allele,c,['GI-GPx']
950,GRAP2_gene,c,"['Mona','GRID']"
951,GRASP_gene,c,['GRASP']
952,GRB2_wt_Allele,c,['ASH']
953,GREM1_gene,c,['DRM']
954,GRHL1_gene,c,['MGR']
955,GRHL2_gene,c,['BOM']
956,GRHL3_gene,c,['SOM']
957,GRHPR_gene,c,['PH2']
958,GRIPAP1_gene,c,['GRASP-1']
959,GRP_wt_Allele,c,['BN']
960,GRPEL1_gene,c,['GrpE']
961,GSKIP_gene,c,"['NIN','NINEIN']"
962,GSTA3_gene,c,['glutathione S-transferase alpha 3']
963,GSTM1_gene,c,['H-B']
964,GSTZ1_gene,c,"['MAAI','MAI']"
965,GSX1_gene,c,['Gsh-1']
966,GTF2H1_gene,c,['P62']
967,GTF2H2_gene,c,['p44']
968,GTF2H3_gene,c,['P34']
969,GTF2H4_gene,c,['P52']
970,GTF2I_gene,c,['SPIN']
971,GTPBP1_gene,c,"['GP-1','GP1','G protein 1']"
972,GTPBP2_gene,c,"['G protein 2','GTP binding protein 2']"
973,GTS_gene,c,"['Gilles de la Tourette syndrome','GTS']"
974,GUCA2A_gene,c,['STARA']
975,GUK1_gene,c,['GMK']
976,GULOP_gene,c,"['scurvy','GULO']"
977,GUSB_wt_Allele,c,"['BG', 'GUS']"
978,GYG2_gene,c,['GN2']
979,GYPA_wt_Allele,c,['MNS']
980,GYPC_gene,c,"['GPD','GPC']"
981,GYPE_gene,c,"['GPE','MNS']"
982,GYS1_gene,c,['GSY']
983,GZMB_gene,c,"['CGL1','CGL-1']"
984,GZMM_gene,c,['MET1']
985,H1F0_gene,c,['H1-0']
986,H2AFX_wt_Allele,c,['H2A.X']
987,H2AFZ_gene,c,"['H2AZ','H2A.Z']"
988,HADH_gene,c,['HAD']
989,HAL_gene,c,['HAL']
990,HAMP_gene,c,['HEPC']
991,HAMP_wt_Allele,c,['PLTR']
992,HAND2_wt_Allele,c,['Hed']
993,HAO1_gene,c,['GOX']
994,HARS_gene,c,['HARS']
995,HARS2_gene,c,['HO3']
996,HBA2_wt_Allele,c,['HBH']
997,HBE1_gene,c,['HBE']
998,HBEGF_wt_Allele,c,"['DTR Gene','DT-R']"
999,HBM_gene,c,['HBK']
1000,HBQ1_gene,c,['HBQ']
1001,HBZ_gene,c,"['HBZ','HBZ Gene']"
1002,HCCAT5_gene,c,['HTA']
1003,HCCS_gene,c,['HCCS']
1004,HCVS_gene,c,['HCVS']
1005,HDAC1_wt_Allele,d,"['SUP-HD1', 'HD1']"
1006,HDAC2_wt_Allele,c,['HD2']
1007,HDGFL1_gene,c,['HRP-1']
1008,HDX_gene,c,['HDX']
1009,HEG1_gene,c,['HEG']
1010,HELB_gene,c,"['DNA HELICASE B','helicase B']"
1011,HELLS_gene,c,['LSH']
1012,HELT_gene,c,['MGN']
1013,HELZ_gene,c,['down-regulated in human cancers']
1014,HEMGN_gene,c,['EDAG']
1015,HEPHL1_gene,c,['ZP']
1016,HERPUD1_gene,c,['SUP']
1017,HESX1_gene,c,['RPX']
1018,HEXA_gene,c,"['HEXA','HEXOSAMINIDASE A','Tay Sachs disease']"
1019,HEY2_wt_Allele,c,['GRL']
1020,HEYL_gene,c,['HEYL']
1021,HGD_gene,c,['HGD']
1022,HHAT_gene,c,"['Skn','rasp']"
1023,HHEX_gene,c,"['PRH','HEX']"
1024,HILPDA_gene,c,['HIG-2']
1025,HINT1_gene,c,['HINT']
1026,HIST1H1B_gene,c,['H1B']
1027,HIST1H1C_gene,c,"['FORMERLY','H1-2','H1F2']"
1028,HIST1H1D_gene,c,"['H1D','H1-3']"
1029,HIST1H1E_gene,c,['H1-4']
1030,HIST1H1T_gene,c,['H1.T']
1031,HIST1H3B_wt_Allele,d,['H3B']
1032,HIST1H3B_wt_Allele,c,['H3b']
1033,HIST1H3C_gene,c,['H3/C']
1034,HIST1H3E_gene,c,['H3.1']
1035,HIST1H3E_wt_Allele,c,['H3e']
1036,HIST1H3PS1_gene,c,['p36']
1037,HIST1H4F_gene,c,['H4/C']
1038,HIST3H3_gene,c,['MBP-1']
1039,HIVEP1_gene,c,['H3-4']
1040,HIVEP2_gene,c,"['HIV-EP2','MBP-2']"
1041,HIVEP3_gene,c,"['KRC','KBP-1']"
1042,HJV_gene,c,"['JH','HJV']"
1043,HK2_wt_Allele,d,['HK2']
1044,HLA_DMA_wt_Allele,c,['DMA']
1045,HLA_DOA_gene,c,['HLA-DNA']
1046,HLA_DQA1_gene,c,['DC1']
1047,HLA_G_gene,c,"['TCA','HLA-6.0']"
1048,HLA_K_gene,c,['HLA-70']
1049,HLA_N_gene,c,"['HLA-30','HLA-N']"
1050,HLA_P_gene,c,['HLA-P']
1051,HLA_S_gene,c,"['HLA-17','HLA-S']"
1052,HLA_T_gene,c,['HLA-T']
1053,HLA_V_gene,c,['HLA-V']
1054,HLA_X_gene,c,['HLA-X']
1055,HLCS_gene,c,['HLCS']
1056,HLF_gene,c,"['HLF','HLF Gene']"
1057,HM13_gene,c,['SPP']
1058,HMGN2P12_gene,c,['60H']
1059,HMSD_gene,c,['ACC-6']
1060,HMX1_gene,c,['H6']
1061,HNRNPD_gene,c,['AUF1']
1062,HNRNPH3_gene,c,['2H9']
1063,HNRNPUL1_gene,c,['E1B-AP5']
1064,HOPX_gene,c,['OB1']
1065,HOXA7_wt_Allele,c,['ANTP']
1066,HOXD13_wt_Allele,c,['SPD']
1067,HP_gene,c,['Bp']
1068,HP_wt_Allele,c,['BP']
1069,HPD_gene,c,['HPD']
1070,HPGDS_gene,c,['GSTS']
1071,HPLH1_gene,c,['hemophagocytic lymphohistiocytosis 1']
1072,HPN_gene,c,['HPN']
1073,HPR_gene,c,['HPR']
1074,HPRT1_gene,c,"['Guanine Phosphoribosyltransferase gene', 'HPRT']"
1075,HPS4_gene,c,['LE']
1076,HPS4_gene.,c,['LE']
1077,HPS6_gene,c,['RU']
1078,HPSE_gene,c,['HSE1']
1079,HPSE_wt_Allele,c,['HEP']
1080,HPT_gene,c,"['HPT','hypoparathyroidism']"
1081,HPV18I2_gene,c,['PAL2']
1082,HPVC1_gene,c,['PE5L']
1083,HRAS_gene,c,['p21(RAS)']
1084,HRC_gene,c,['HRC']
1085,HRCT1_gene,c,['PRO537']
1086,HRK_gene,d,"['KS-Bcl-2-interacting protein,']"
1087,HRK_gene,c,['DP5']
1088,HSD11B1_wt_Allele,c,['HDL']
1089,HSD17B10_gene,c,"['ABAD','CAMR']"
1090,HSD17B6_gene,c,"['oxidoreductase', 'HSE']"
1091,HSD17B8_gene,c,['KE6']
1092,HSH2D_gene,c,['ALX']
1093,HSP90AA1_wt_Allele,c,['HSPN']
1094,HSP90AA2P_gene,c,['HSPCA']
1095,HSP90AB1_gene,c,['HSP90B']
1096,HSP90B1_gene,c,"['TRA1', 'GRP94', 'GP96']"
1097,HSP90B2P_wt_Allele,c,['HSP']
1098,HSPA1A_gene,c,"['HSP70I', 'HSP72', 'HSP70-1']"
1099,HSPA1L_gene,c,['HSP70-HOM']
1100,HSPA2_gene,c,['HSP70-2']
1101,HSPA4_gene,c,"['HSP70', 'hspRY']"
1102,HSPA5_gene,c,"['BIP', 'GRP78']"
1103,HSPA5_gene,d,['Immunoglobulin heavy-chain Binding Protein']
1104,HSPA7_gene,c,['HSP70B']
1105,HSPA8_gene,c,"['HSP73', 'HSC71', 'HSC70']"
1106,HSPA9_gene,c,"['GRP75', 'PBP74', 'kDa glucose-regulated protein', 'MORTALIN']"
1107,HSPB1_gene,c,['HSP27']
1108,HSPB11_gene,c,['PP25']
1109,HSPB6_gene,c,['HSP20']
1110,HSPB8_gene,c,"['HSP22', 'H11']"
1111,HSPD1_gene,c,"['HSP60', 'GroEL', 'Hspgene']"
1112,HSPE1_gene,c,"['GroES', 'EPF', 'HSP10']"
1113,HSPG2_gene,d,"['perlecan,']"
1114,HSPH1_gene,c,"['HSP105', 'HSP110']"
1115,HTATIP2_gene,c,"['TIP30', 'CC3']"
1116,HTATSF1_gene,c,['TAT-SF1']
1117,HTL_gene,c,['HTL']
1118,HTN1_gene,c,['PPB']
1119,HTN3_gene,c,"['PB', 'HIS2']"
1120,HTN3_gene,d,"['histatin-5,']"
1121,HTR2C_gene,c,['5-HT2C']
1122,HTR6_gene,c,['5-HT6']
1123,HTR7_gene,c,['5-HT7']
1124,HTRA1_gene,c,"['PRSS11', 'HTRA']"
1125,HTRA2_gene,c,['OMI']
1126,HTRA3_gene,c,['PRSP']
1127,HTT_gene,c,['HD GENE']
1128,HVCN1_gene,c,['HV1']
1129,IBD2_gene,c,['inflammatory bowel disease 2']
1130,IBD6_gene,c,['inflammatory bowel disease 6']
1131,IBD8_gene,c,['inflammatory bowel disease 8']
1132,IBD9_gene,c,['inflammatory bowel disease 9']
1133,IBSP_gene,c,['SP-II']
1134,IBTK_gene,c,['inhibitor of Bruton tyrosine kinase']
1135,ICAM1_wt_Allele,c,['BB2']
1136,ICAM4_gene,c,['LW']
1137,ICK_gene,c,['MRK']
1138,ICOS_gene,c,"['INDUCIBLE Interleukin 2', 'AILIM']"
1139,ICOSLG_gene,c,"['ICOSL', 'ICOS-L', 'B7RP-1', 'B7-H2']"
1140,ID4_gene,c,['ID4']
1141,IDDM14_gene,c,['insulin dependent diabetes mellitus 14']
1142,IDDM16_gene,c,['insulin dependent diabetes mellitus 16']
1143,IDE_gene,c,['IDE']
1144,IDH1_wt_Allele,c,['IDH']
1145,IDH2_wt_Allele,c,['IDH']
1146,IDO1_wt_Allele,c,['INDO']
1147,IDS_wt_Allele,c,['SIDS']
1148,IER2_gene,c,['ETR101']
1149,IER3_gene,c,"['DIF2', 'IEX-1']"
1150,IER3_gene,d,"['immediate-early response gene,']"
1151,IFI27_gene,c,"['ISG12A', 'ISG12']"
1152,IFI30_gene,c,"['GILT','IP30','IFI30']"
1153,IFI44_gene,c,['p44']
1154,IFI6_gene,c,"['6-16', 'G1P3']"
1155,IFIH1_gene,c,"['MDA5', 'helicard', 'MDA-5']"
1156,IFIT1_gene,c,['ISG56']
1157,IFIT3_gene,c,"['RIG-G', 'RIGG', 'ISG60']"
1158,IFITM1_gene,c,['9-27']
1159,IFITM1_wt_Allele,c,['9-27']
1160,IFITM3_gene,c,['1-8U']
1161,IFNA1_gene,c,"['IFN-ALPHA', 'IFN, LEUKOCYTE', 'IFNA@', 'IFL']"
1162,IFNA10_gene,c,['interferon alpha 10']
1163,IFNA14_gene,c,['interferon alpha 14']
1164,IFNA16_gene,c,['interferon alpha 16']
1165,IFNA17_gene,c,"['INFA','interferon alpha 17']"
1166,IFNA21_gene,c,"['interferon alpha 21','interferon alpha protein','IFN Alpha protein']"
1167,IFNA6_gene,c,['interferon alpha 6']
1168,IFNA7_gene,c,['interferon alpha 7']
1169,IFNA8_gene,c,"['IFN-alphaB','interferon alpha 8']"
1170,IFNAR1_gene,c,"['INTERFERON-ALPHA RECEPTOR', 'IFNAR']"
1171,IFNAR1_wt_Allele,c,"['IFN-R','AVP','IFRC']"
1172,IFNB3_gene,c,"['INTERFERON, BETA-3']"
1173,IFNG_AS1_gene,c,['NEST']
1174,IFNG_gene,c,"['IFI', 'IFN, IMMUNE']"
1175,IFNG_wt_Allele,c,"['IFI','IFN, Immune Gene','IFG']"
1176,IFNGR1_gene,c,['gamma interferon receptor 1']
1177,IFNGR2_wt_Allele,c,['AF-1']
1178,IFNL1_gene,c,"['INTERLEUKIN 29', 'IL-29', 'IL29']"
1179,IFNL2_gene,c,"['INTERLEUKIN 28A', 'IFNLGene', 'IL-28A', 'IL28A']"
1180,IFNL3_gene,c,"['INTERLEUKIN 28B', 'IL-28B', 'IL28B gene', 'IL28B']"
1181,IFNL4_gene,c,['IFNLGene']
1182,IFNLR1_gene,c,"['IL-28R1', 'IL28RA']"
1183,IFT122_gene,c,['SPG']
1184,IFT172_gene,c,['SLB']
1185,IGBP1_gene,c,['ALPHA-4']
1186,IGBP1_wt_Allele,c,['ALPHA-4']
1187,IGDCC4_gene,c,['KIAA1628']
1188,IGES_gene,c,['IGES']
1189,IGF1_gene,c,"['SOMATOMEDIN C', 'IGF', 'IGFI']"
1190,IGF2BP1_gene,c,['IMP-1']
1191,IGFALS_gene,d,['ALS']
1192,IGFBP1_gene,c,['binding protein-28']
1193,IGFBP2_wt_Allele,c,['BP2']
1194,IGFBP3_gene,c,['binding protein 53']
1195,IGFBP4_gene,c,['BP-4']
1196,IGFBP4_wt_Allele,c,['BP-4']
1197,IGFBP7_gene,c,['AGM']
1198,IGFBP7_wt_Allele,c,['TAF']
1199,IGHD_gene,c,['Antibody delta']
1200,IGHD2_15_gene,c,['D2']
1201,IGHD3_10_gene,c,["DXP'1"]
1202,IGHD3_3_gene,c,['DXP4']
1203,IGHD4_4_gene,c,['DA4']
1204,IGHG1_gene,c,"['Antibody Gm1', 'IgG HEAVY CHAIN LOCUS']"
1205,IGHV1_3_gene,c,['VI-3B']
1206,IGHV3_23_gene,c,"['V3-23', 'VH26']"
1207,IGK_gene,c,"['Kappa light chain locus', 'Kappa Light Chain Gene']"
1208,IGKJ1_gene,c,['J1']
1209,IGKJ2_gene,c,['J2']
1210,IGKV1_16_gene,c,['L1']
1211,IGKV1_17_gene,c,['A30']
1212,IGKV1_9_gene,c,['L8']
1213,IGKV1D_37_gene,d,['O4-MeThy']
1214,IGKV5_2_gene,c,['B2']
1215,IGKV6_21_gene,d,"['H-A26,']"
1216,IGL_gene,c,['Lambda Light Chain Gene']
1217,IGLL1_gene,c,['lambda 5']
1218,IGSF3_gene,c,['V8']
1219,IGSF6_gene,c,['DORA']
1220,IGSF9_gene,c,['Nrt1']
1221,IKBKB_gene,c,['IKK2']
1222,IKBKE_gene,c,"['IKKI', 'IKK-EPSILON']"
1223,IKBKG_gene,c,['NEMO']
1224,IKBKG_gene,d,['NFkappaB essential modulator']
1225,IKBKG_wt_Allele,c,"['IP1', 'IP2']"
1226,IKZF1_gene,c,['IKAROS']
1227,IKZF2_gene,c,['HELIOS']
1228,IKZF3_gene,c,['AIOLOS']
